Japanese|Romaji|English|Utility|Type
叩き|hataki|dusting; duster|11|
喋る|shaberu|talk; chat|11|
お喋り|oshaberi|idle talk; chattering|11|
喋々|CHOUCHOU|chatter; be long  winded|11|
掴む|tsukamu|grasp; seize; catch; grab|11|
掴み|tsukami|handful; tech  grip; clamp|11|
掴まえる|tsukamaeru|catch; get; nab; capture; arrest|11|
掴まる|tsukamaru|be caught; be arrested; hold  [fast]  to  smth.|11|
掴ませる|tsukamaseru|let  smb. grasp  smth.; fob; palm off; impose upon; bribe|11|
辻|tsuji|crossroads; crossing|11|
綴じる|tojiru|bind (a book), stitch up; file; sew up|11|
綴じ|toji|binding; stitching; sewing|11|
綴る|tsuduru;tsuzuru|spell; write; compose (poetry etc.); bind; patch|11|
綴り|tsuduri;tsuzuri|spelling; orthography; syllable; binding; sewing|11|
綴れ|tsudure;tsuzure|rags; tatters|11|
吊る|tsuru|suspend; hang; wear (a sword)|11|
吊るす|tsurusu|suspend; hang; wear (a sword)|11|
吊るし|tsurushi|hand  me  down clothes|11|
剃る|soru|shave|11|
剃る|suru|dial.shave|11|
纏う|matou|put on; wind around; be clad in  smth.|11|
纏める|matomeru|settle; resolve; conclude; put in order; arrange; put together; collect; unify; consolidate|11|
纏めて|matomete|together; in bulk|11|
纏め|matome|summary; conclusion; mediation; arbitration|11|
纏まる|matomaru|be settled; be concluded; be in order; we well arranged; be collected; be consistent; be coherent; be united|11|
纏まり|matomari|settlement; conclusion; consistence; coherence; unity; coordination|11|
纏わる|matsuwaru|coil round; dangle after  smb.|11|
纏い|matoi|fireman's standard|11|
祷る|inoru|pray|11|
祷り|inori|prayer|11|
禿げ|hage|baldness; bald head; bald patch; bald person|11|
禿げる|hageru|grow bald|11|
禿ちょろ|hagechoro|half  bald person|11|
禿る|chibiru|wear out; waste away (brush etc.)|11|
禿|kaburo;kamuro|bald head; bare mountain; childish short haircut; obsolete:  little girl attending  on a courtesan|11|
馴らす|narasu|accustom; inure; tame; domesticate|11|
馴れる|nareru|get used; become domesticated|11|
馴れっこ に なる|narekko ni naru|colloquial:  become  well acquainted with  smth.|11|
馴々しい|narenareshii|unceremonial; overfamiliar|11|
賑やか|nigiyaka;nigiyakana|lively; cheerful; gay; bustling; crowded; busy; prosperous|11|
賑わしい|nigiwashii|lively; cheerful; gay; bustling; crowded; busy; prosperous|11|
賑わう|nigiwau|be bustling; be crowded; prosper; flourish|11|
賑わい|nigiwai|bustle; crowd; turnout; prosperity|11|
賑わす|nigiwasu|enliven; give alms|11|
賑々しい|niginigishii|prosperous; merry; lively|11|
濡れる|nureru|get wet; be damp; be soaked; make love|11|
濡らす|nurasu|wet; moisten; dip; soak|11|
濡つ|sobotsu|get wet; be soaked; drizzle|11|
濡れそぼつ|nuresobotsu|be soaked to the skin|11|
嚢|fukuro|sack; bag; pouch|11|
這う|hau|crawl; creep; trail (vines)|11|
秤|hakari|scales; balances; steelyard|11|
曝す|sarasu|bleach; refine; expose to (light; air etc.)|11|
曝し|sarashi|bleaching; bleached cotton; exposing a criminal or criminal's head|11|
髭|hige|beard; mustache|11|
撫でる|naderu|stroke; pat; smooth down|11|
糞|FUN|excrement; feces; manure|11|
糞|kuso|informal:  shit; crap (also used as a swear word)|11|
糞|baba|poop (said to children or by children)|11|
頁|peeji|page; leaf {_ When used as a radical; is traditionally _ called  (.}|11|
僻する|HEKISURU|be prejudiced; be biased; be warped; lean to one side|11|
僻む|higamu|be prejudiced; be biased; be touchy|11|
僻み|higami|prejudice; bias; jaundice; touchiness|11|
呆れる|akireru|be amazed (aghast; appalled; shocked)|11|
呆れた|akireta|ridiculous; horrible; disgusting|11|
呆ける|bokeru|grow senile|11|
捧げる|sasageru|lift up; give; present; offer; sacrifice; dedicate|11|
萌す|kizasu|sprout; germinate; spring up; dawn|11|
萌し|kizashi|sprouting; germination|11|
萌える|moeru|sprout; bud; put forth shoots|11|
萌やし|moyashi|malt; bean sprouts|11|
萌やす|moyasu|malt; cause to sprout|11|
殆ど|hotondo|almost; nearly; almost all|11|
殆|hotohoto|quite; really|11|
幌|horo|hood; folding top (of a carriage or rickshaw)|11|
儲ける|moukeru|earn; gain; get (profit), make (money); make a good bargain|11|
儲け|mouke|profits; earnings|11|
儲かる|moukaru|yield profit; be profitable|11|
儲かりまっか|moukarimakka|, standard  greeting in Osaka dialect; distorted|11|
勿れ|nakare|lit:  do not; be not; must not|11|
貰う|morau|get; have; obtain; accept; have  smb. to do  smth.(after a verb in ' te'  form  indicates that the action is  taken by smb. for the subject)|11|
貰い|morai|present; alms; tip; geisha's call from another party|11|
爺|jiji;jijii;jii|grandad; informal:  old man|11|
爺さん|jiisan|grandad; informal:  old man|11|
お爺さん|ojiisan|grandad; informal:  old man|11|
爺や|jiiya|old servant|11|
溜める|tameru|accumulate; amass; pile up; gather; collect; lay up; save (money); leave undone; leave unpaid|11|
溜め|tame|sinkhole; cesspool; manure vat|11|
溜まる|tamaru|collect; gather; accumulate|11|
溜まり|tamari|gathering place; haunt; waiting room; taxi stand; a sort of soy sauce|11|
龍|tatsu|dragon|11|
龍|RYUU|dragon in idioms: {_ This character and its simplified form _ are both in common use.}|11|
詫る|wabiru|apologize; make an excuse|11|
詫|wabi|apology; excuse|11|
椀|WAN|bowl (wooden or lacquered)|11|
仄か な|honoka na|dim; faint; vague; indistinct|11|
仄か に|honoka ni|dimly; faintly; vaguely; obscurely|11|
仄めく|honomeku|appear faintly; be seen dimly|11|
仄めかす|honomekasu|hint; allude; suggest; intimate|11|
仄めかし|honomekashi|hint; suggestion; intimation|11|
仄々 と|honobono to|dimly; faintly|11|
侘|wabi|(Japanese esthetic category  which connotes freshness; rustic simplicity; poverty; imperfect quality and assymetry)|11|
侘しい|wabishii|poor; shabby; miserable; lonesome; forlorn|11|
侘びる|wabiru|be plain (poor; rustic)|11|
侘びる を|wabiru wo|grieve about  smth.; live (a lonely life)|11|
嵌める|hameru|put on; slip on (a ring; gloves etc.); insert; fit into; set in; inlay; enchase; plunge; throw into (a pit etc.); fill in; informal:  entrap; ensnare; cheat|11|
嵌まる|hamaru|go into; get into; fit; suit; be appropriate; slip; fall into; be taken in; be addicted to  smth.|11|
拵える|koshiraeru|make; manufacture; prepare; arrange; build; raise; make (money); make up; fabricate; invent; have (a lover; a child etc.); dress oneself up|11|
拵え|koshirae|make; workmanship; mountings (of a sword to be worn); arrangement; preparation; dress; getup; outfit; makeup; toilet|11|
拵え する|koshirae suru|make arrangements; make ready; get dressed|11|
揉む|momu|crumple; rumple; wrinkle; rub; massage; figurative:  train; coach; worry; be anxious|11|
揉める|momeru|be crumpled; be rumpled; have a quarrel; be in discord|11|
揉まれる|momareru|be crumpled; be wrinkled; figurative:  be tried; be buffeted|11|
揉みくちゃ に される|momikucha ni sareru|be violently jostled (in a crowd etc.)|11|
揉め|mome|trouble; discord; friction; quarrel|11|
猥ら な|midara na|lewd; obscene; indecent|11|
猥りがわしい|midarigawashii|lewd; obscene; indecent|11|
猥りに|midarini|at random; indiscriminately; without cause; unreasonably; without permission|11|
痒い|kayui|itchy|11|
痒がる|kayugaru|itch; be itching|11|
痒み|kayumi|itch|11|
茹でる|yuderu;uderu|boil|11|
茹だる|yudaru;udaru|boil; seethe|11|
鉤|kagi|hook|11|
鉤|hari|fishing hook|11|
頸|kubi|neck|11|
唖|oshi|[deaf and]  dumb person; [deaf]  mute|12|
阿る|omoneru|flatter; be obsequious|12|
阿|A|, the first letter of the Sanskrit alphabet|12|
逢う|au|meet|12|
旭|asahi|rising sun|12|
綾|aya|design; pattern; patterned silk|12|
庵|iori;io|hermitage; retreat|12|
庵|AN|hermitage; retreat|12|
按じる|ANJIRU|consider; inquire; hold; press down|12|
鞍|kura|saddle|12|
夷|ebisu|barbarian; savage; obsolete:  Ainu|12|
謂れ|iware|reason; cause; ground; story; legend (about the origin of smth.)|12|
謂う|iu|be called|12|
亥|i|the Boar (12 th sgn of Chnese Zodac); arch:  north  northwest; arch:  pm  pm|12|
磯|iso|seashore; beach|12|
蔭|kage|shade; back side|12|
お蔭 で|okage de|thanks to  smb.; due to  smth.|12|
烏|karasu|crow; raven; rook|12|
卯|u|the Hare (4 th sign of Chinese Zodiac); arch:  east; arch:  am  am|12|
窺う|ukagau|watch; observe; peep; spy; wait (for a chance); infer; gather; guess|12|
丑|ushi|the Ox (2 nd sign of Chinese Zodiac); arch:  north  northeast; arch:  am  am|12|
姥|uba|old woman|12|
閏|uruu|leap (year in the Western calendar); intercalary (month in the lunar calendar)|12|
嬰|EI|music  sharp|12|
曳く|hiku|tug; draw; drag|12|
曳々|EIEI|(drag with)|12|
厭|iya;iyana|detestable|12|
厭きる|akiru|be fed up; lose interest|12|
厭う|itou|dislike; hate; take  [good]  care of  smb.|12|
堰|seki|dam; levee|12|
堰く|seku|dam up; stem; fig. prevent; interfere|12|
燕|tsubame|[barn]  swallow; = Hirundo rustica|12|
於て に|oite ni|in; on; at|12|
於ける|okeru|> lit:|12|
於ける に|okeru ni|in; on; at|12|
於ける が ごとし|okeru ga gotosi|smth. is to  smb. what  smth. is to  smb.|12|
甥|oi|nephew|12|
襖|fusuma|(sliding door made of a wooden  frame covered with opaque paper; used  as a partition in a Japanese room)|12|
桶|oke|tub; bucket|12|
俄か な|niwaka na|sudden; unexpected|12|
俄か に|niwaka ni|suddenly; abruptly; unexpectedly|12|
俄か|niwaka|impromptu comic skit|12|
蛾|GA|moth (general term),= Heterocera|12|
魁|sakigake|presage; first appearance; initiator; originator|12|
魁|KAI|harbinger; chief; leader|12|
晦ます|kuramasu|conceal; hide; cheat|12|
芥|akuta|garbage; dust|12|
芥|gomi|garbage; dust|12|
蟹|kani|crab; = Brachyura|12|
鎧|yoroi|[suit of]  armor|12|
鎧う|yorou|put on armor|12|
蛙|kaeru|frog (general term for any  tailless amphibians),= Anura|12|
蛙|kawazu|obsolete: frog (general term for any  tailless amphibians),= Anura|12|
笠|kasa|bamboo hat; something resembling such a hat:  lampshade; mushroom cap etc.|12|
恰も|atakamo|just like; just as|12|
蒲|kaba|cattail; reed mace; = Typha latifolia|12|
噛む|kamu|bite; chew|12|
噛ます|kamasu|push; shove (a gag into a mouth; a wedge into a gap etc.); slang  hit; blow; punch|12|
茅|kaya|eulalia; miscanthus reed; = Miscanthus sinensis; any grass or rush used for thatching (reed; sedge etc.)|12|
茅|chigaya|imperata (a kind of grass),= Imperata cylindrica|12|
茅|chi|imperata (a kind of grass),= Imperata cylindrica|12|
粥|kayu|[rice]  gruel; porrige; congee|12|
お粥|okayu|[rice]  gruel; porrige; congee|12|
粥ぐ|hisagu|sell; deal in  smth.|12|
姦する|KANSURU|seduce; fornicate; rape|12|
姦しい|kashimashii|noisy; boisterous|12|
竿|sao|pole; rod; scale beam; neck (of a stringed instrument)|12|
雁|GAN|wild goose; = Anser|12|
雁|kari|cry of a wild goose; fig. wild goose|12|
吃る|domoru|stammer; stutter|12|
吃り|domori|stammering; stutterer|12|
杵|kine|wooden pestle (often with a handle; looking like a mallet)|12|
黍|kibi|millet; = Panicum miliaceum|12|
仇|ada|enemy; foe; feud; enmity; grudge; injury; harm; wrong; evil; bound  revenge|12|
仇 する|ada suru|do  smb. harm|12|
仇|ata|arch:; enemy; foe; feud; enmity; grudge; injury; harm; wrong; evil; bound  revenge|12|
仇 する|ata suru|do  smb. harm|12|
仇|kataki|enemy; rival|12|
灸|KYUU|moxa cautery; moxibustion|12|
灸|yaito|moxa cautery; moxibustion|12|
鋸|nokogiri;noko|saw|12|
怯む|hirumu|wince; flinch; waver|12|
怯まず に|hirumazu ni|without flinching|12|
怯える|obieru|get frightened|12|
禽|tori|bird|12|
矩|kane|carpenter's square; straight angle; straight line; standard; model|12|
矩|KU|astr. quadrature|12|
寓する|GUUSURU|reside temporarily; imply; suggest|12|
櫛|kushi|comb|12|
窪|kubo|cavity; hollow; depression; pit|12|
窪み|kubomi|cavity; hollow; depression; pit|12|
窪む|kubomu|cave in; sink; become hollow|12|
窪まる|kubomaru|cave in; sink; squat down|12|
窪い|kuboi|hollow (cheeks; eyes)|12|
栗|kuri|[Japanese]  chestnut (tree and fruit),= Castanea crenata|12|
罫|KEI|ruled line|12|
罫 の ある|KEI no aru|lined (as of paper)|12|
倦む|umu|lose interest in; get tired of|12|
倦る|akiru|lose interest in; get tired of|12|
倦む|agumu|lose interest in; get tired of|12|
喧しい|yakamashii|noisy; boisterous; tiring; troublesome; fastidious; choosy|12|
喧しい|kamabisushii|lit:  noisy; boisterous|12|
捲る|makuru|roll up (sleeves etc.)|12|
捲る|mekuru|turn over (pages); take up; tear off|12|
捲れる|makureru|be rolled up; be turned|12|
捲く|maku|roll up; wind|12|
牽く|hiku|tug; pull; draw|12|
硯|suzuri|inkstone|12|
乎|ka|question mark in a Chinese text|12|
姑|shuutome;shuuto|mother  in  law|12|
狐|kitsune|[red]  fox; = Vulpes vulpes|12|
糊|nori|glue; starch; paste|12|
糊する|KOSURU|lit:  make a living; live from hand to mouth|12|
跨る|matagaru|sit astride; stand astride; be laid across; span; extend over|12|
跨ぐ|matagu|bestride; step over; sit astride; straddle|12|
垢|aka|dirt; grime|12|
巷|chimata|> lit:; forked road; crossroads; street; figurative:  scene; arena; theater|12|
弘める|hiromeru|widen; broaden; extend; spread; propagate; disseminate; diffuse; make widely known|12|
弘まる|hiromaru|spread; be propagated; become popular; prevail|12|
弘い|hiroi|wide; broad; extensive; vast; spacious|12|
杭|kui|stake; post; piling|12|
糠|nuka|[rice]  bran|12|
腔|KOU|body cavity|12|
膏|KOU|ointment; salve|12|
膏|abura|fat; grease; tallow|12|
劫|KOU;GOU|buddh. kalpa; the cycle of cosmic time; figurative:  long years|12|
劫かす|obiyakasu|threaten|12|
壕|hori|ditch; moat; canal|12|
濠|hori|moat (around a castle)|12|
轟く|todoroku|roar; thunder; resound; throb; figurative:  become well  known|12|
轟々|GOUGOU|onomat. roaring; rumbling|12|
麹|kouji|malt; leaven; yeast|12|
漉す|kosu|filter; strain; percolate|12|
漉く|suku|manufacture (paper or nori)|12|
忽ち|tachimachi|in a moment; instantly; all of a sudden|12|
忽せ に する|yurugase ni suru|neglect; disregard|12|
此れ|kore|this (pronoun)|12|
此の|kono|this (demonstrative)|12|
昏々と|KONKONTO|unconsciously; fast (asleep)|12|
昏い|kurai|dark|12|
梱|kori;kouri|bale; bundle|12|
梱る|kouru;koru|pack; tie up; bale|12|
梱|shikimi|threshold; doorsill|12|
些か|isasaka|a little; a bit; slightly|12|
些か も|isasaka mo|[not]  in the least|12|
些か の|isasaka no|little; scanty; trifling|12|
些と|chitto|informal:  a little bit|12|
些と も|chitto mo|[not]  at all; [not]  in the least|12|
些と|chito|informal:  a little bit; sometimes; once in a while|12|
些と も|chito mo|[not]  at all; [not]  in the least|12|
些々 たる|SASA taru|lit:  small; trifling|12|
叉|mata|crotch (of a tree); fork (of a road)|12|
坐|ZA|seat|12|
坐る|suwaru|sit; sit down|12|
砦|toride|fort; fortress; stronghold (also fig.)|12|
堺|sakai|Sakai (city in Osaka prefecture); surname|12|
窄める|subomeru|make  smth. narrower; fold; furl (an umbrella; wings etc.); pucker; purse (one's mouth); shrug (one's shoulders)|12|
窄める|tsubomeru|make  smth. narrower; fold; furl (an umbrella; wings etc.); pucker; purse (one's mouth); shrug (one's shoulders)|12|
窄まる|subomaru|get narrow; contract; shut; furl|12|
窄まる|tsubomaru|get narrow; contract; shut; furl|12|
窄む|subomu;tsubomu|get narrow; contract; shut; furl|12|
笹|sasa|bamboo grass; = Sasa; bamboo leaves|12|
匙|saji|spoon|12|
お薩|OSATSU|sweet potato|12|
捌|HACHI|eight (used in documents and checks)|12|
捌く|sabaku|sell out; dispose off; loosen (hair); settle; resolve|12|
捌ける|sabakeru|sell; be in demand; be sociable; be frank|12|
捌けた|sabaketa|sociable; frank|12|
捌ける|hakeru|sell; be in demand; drain; flow off; run out|12|
捌け|hake|sale; demand; drainage; outlet|12|
晒す|sarasu|bleach; refine; expose to (light; air etc.)|12|
晒し|sarashi|bleaching; bleached cotton; exposing a criminal or criminal's head|12|
撒く|maku|scatter; strew; sprinkle; give them the slip; sow|12|
斯う|kou|thus; like this|12|
斯かる|kakaru|lit:  such|12|
斯く|kaku|lit:  thus; like this|12|
斯くて|kakute|lit:  thus; like this|12|
斯くして|kakushite|lit:  thus; like this|12|
斯の|kono|this (demonstrative)|12|
斯々|kakukaku|so and so|12|
爾|nanji|lit:  thou; you|12|
爾く|shikaku|lit:  so; in that way|12|
而うして|shikoushite|and; then|12|
而して|shikashite|and; then|12|
而も|shikamo|and yet; nevertheless|12|
蒔く|maku|sow (seeds)|12|
悉く|kotogotoku|all; entirely; completely|12|
悉す|tsukusu|use up; run out; exhaust|12|
偲ぶ|shinobu|remember; look back  [nostalgically]|12|
偲ばせる|shinobaseru|remind; revive memories|12|
屡|shibashiba|often; frequently|12|
蕊|shibe|pistil; stamen|12|
紗|SHA|[silk]  gauze; gossamer|12|
夙に|tsutoni;tsuto|bright and early; early in life; long ago; for a long time|12|
夙に|madakini;madaki|earlier; already|12|
楯|tate|literal or figurative:  shield; escutcheon|12|
曙|akebono|dawn; daybreak|12|
渚|nagisa|shoreline; strand; beach; surname or female name|12|
渚|migiwa|water's edge|12|
鋤く|suku|spade up; plow|12|
鋤|suki|spade|12|
嘗める|nameru|lick; lap; taste; figurative:  undergo; suffer; experience; underrate; despise; lick up; burn up|12|
嘗て|katsute|once; formerly|12|
妾|mekake|concubine|12|
妾|sobame|obsolete: concubine|12|
妾|warawa|obsolete:  I; me (in feminine speech)|12|
梢|kozue|small twigs; treetop|12|
樵る|koru|cut (wood)|12|
鞘|saya|sheath; scabbard; case; cap (of a pen); margin; spread in prices; brokerage|12|
燭|SHOKU|after a digit  candlepower; cp (unit of luminous intensity)|12|
塵|chiri|dust; trash|12|
塵|gomi|trash; garbage|12|
笥|ke|obsolete: [food]  box|12|
翠 の|midori no|green|12|
錐|kiri|gimlet; auger; drill; awl|12|
錘|tsumu|spindle|12|
錘|omori|weight; plumb bob|12|
瑞々しい|mizumizushii|young and vivacious; fresh  looking|12|
瑞々しさ|mizumizushisa|fresh appearance; healthy glow|12|
瑞|mizu|fresh appearance; healthy glow; good omen|12|
嵩|kasa|bulk; volume; quantity|12|
嵩む|kasamu|grow bulky; increase in volume|12|
嵩じる|koujiru|grow worse; become aggravated|12|
雛|hina|chick; young bird; [decorative]  doll|12|
雛|hiyokko;hiyoko|chick; figurative:  stripling|12|
頗る|sukoburu|exceedingly; very much|12|
棲む|sumu|live; inhabit (as of animals)|12|
脆い|moroi|brittle; fragile; breakable; susceptible; easily moved|12|
撰する|SENSURU|compose; compile (anthology etc.)|12|
撰ぶ|erabu|select (poems etc.)|12|
煽る|aoru|fan; flap; swing; instigate; incite; inflame; drive up (prices); boom (the market); spur (a horse)|12|
煽り|aori|flapping; blast; gust (of wind); figurative:  influence; backwash; by  blow|12|
煽てる|odateru|instigate; incite; stir up; flatter; soft  soap|12|
煽て|odate|instigation; flattery|12|
煽ぐ|aogu|fan; use a fan; instigate; abet; incite|12|
穿つ|ugatsu|dig; pierce; drill; perforate; put on; wear; be true (to nature), hit (the mark)|12|
穿る|hojikuru;hojiru|informal:  dig up; grub; pick (one's teeth etc.); examine closely; worm out|12|
穿く|haku|put on (trousers; socks; skirt)|12|
閃く|hirameku|flash; fulgurate; flicker; glitter; flash into one's mind; wave; flutter|12|
閃かす|hiramekasu|flash; display; brandish|12|
蘇る|yomigaeru|come back to life; be revived|12|
掻く|kaku|scratch; comb; rake; sweep; plow; paddle (water); cut off (one's head); pluck (strings); perspire; sweat; be disgraced; sit cross  legged|12|
槍|yari|spear; lance; javelin (general term)|12|
漕ぐ|kogu|row; skull; paddle|12|
聡い|satoi|quick  witted; clever|12|
蒼い|aoi|pale; pallid|12|
蒼ざめる|aozameru|turn pale|12|
舵|kaji|rudder; helm|12|
腿|momo|thigh; femur|12|
苔|koke|moss; lichen; fur on one's tongue; barnacle encrustation|12|
辰|tatsu|the Dragon (5 th sign of Chinese Zodiac); arch:  east  southeast; arch:  am  am|12|
辿る|tadoru|make one's way; follow (a road); trace; pursue; follow up|12|
狸|tanuki|raccoon dog; = Nyctereutes viverrinus (; fig. cunning person|12|
樽|taru|barrel; keg; cask; tub|12|
耽ける|fukeru|be engrossed in  smth., be absorbed; devote oneself to  smth.; be addicted to  smth., indulge in  smth.|12|
檀|mayumi|spindle tree; = Euonymus sieboldianus|12|
弛む|tarumu|sag; slacken; loosen|12|
弛み|tarumi|sag; slackening|12|
弛む|tayumu|slacken one's efforts|12|
弛み なく|tayumi naku|indefatigably|12|
智|CHI|intellect; wisdom; knowledge; stratagem; trick|12|
馳せる|haseru|run; gallop; dispatch (a messenger); remember; think about; win fame|12|
猪|inoshishi|[wild]  boar; = Sus scrofa|12|
脹らむ|fukuramu|swell; expand; become inflated|12|
脹れる|fukureru|swell; expand; become inflated; sulk; get sulky|12|
脹らみ|fukurami|swelling; bulge|12|
脹らます|fukuramasu|blow up; puff out; inflate|12|
脹らす|fukurasu|blow up; puff out; inflate|12|
脹らかす|fukurakasu|blow up; puff out; inflate|12|
脹くよか な|fukuyoka na|plump; full; well  rounded|12|
脹れる|hareru|swell|12|
脹れ|hare|swelling; tumor|12|
蝶|CHOU|butterfly|12|
蝶々|CHOUCHOU|butterfly|12|
槌|tsuchi|hammer; mallet|12|
鎚|tsuchi|hammer; mallet|12|
椿|tsubaki|bot. camellia; = Camellia japonica; surname|12|
壷|tsubo|jar; pot; bowl; hinge knuckle; point for applying moxa or pressure; music  fret; position (on a shamisen etc.); one's aim in idioms:|12|
汀|migiwa|water's edge|12|
汀|nagisa|strand; beach; shore|12|
碇|ikari|anchor; grapnel|12|
蹄|hizume|hoof|12|
釘|kugi|nail; tack; peg; spike|12|
轍|TETSU|rut; wheel track|12|
轍|wadachi|rut; wheel track|12|
澱|ori|sediment; dregs; grounds|12|
澱|yodo|pool (of a river), eddy|12|
澱む|yodomu|stagnate; be stagnant; settle; deposit; be sedimented; stammer; falter; hesitate|12|
兎|usagi|rabbit; hare|12|
屠る|hofuru|slaughter; butcher; massacre; slay; defeat; beat|12|
杜|mori|[shrine]  grove|12|
砥|to|grindsne; whetsne|12|
淘げる|yonageru|wash rice; sifting out bad grains|12|
淘ぐ|yonagu|wash rice; sifting out bad grains|12|
寅|tora|the Tiger (3 rd sign of Chinese Zodiac); arch:  east  northeast; arch:  am  am|12|
酉|tori|the Rooster (10 th sign of Chinese Zodiac); arch:  west; arch:  pm  pm {_ When used as a radical; has the meaning  .}|12|
呑む|nomu|gulp down; swallow; accept; conceal; despise; make light of  smb.|12|
凪|nagi|lull; calm|12|
凪ぐ|nagu|die down; calm down; abate|12|
薙ぐ|nagu|mow down|12|
葱|negi|[Welsh]  onion; = Allium fistulosum|12|
撚る|yoru|twist; twine; entwine|12|
撚れる|yoreru|get twisted; be kinky|12|
撚れた|yoreta|twisted; kinky|12|
撚り|yori|twist; twisting; strand; ply|12|
乃ち|sunawachi;no|then; in this case|12|
之|kore;no|pron. this|12|
膿|umi;NOU|pus|12|
膿む|umu|fester; suppurate|12|
覗く|nozoku|peep; peek; glance|12|
琶|HA|music  C note|12|
煤|susu|soot|12|
煤ける|susukeru|get sooty; be smoked up|12|
煤ばむ|susubamu|get sooty; be smoked up|12|
箔|HAKU|foil; gilt; leaf; tinsel|12|
莫れ|nakare|lit:  do not; be not; must not|12|
莫|BAKU|Mo (Chinese surname)|12|
駁|buchi|pinto (as of a horse)|12|
函|hako|box|12|
鳩|hato|pigeon; dove; = Columbidae|12|
隼|hayabusa|peregrine falcon; duck hawk; = Falco peregrinus|12|
挽く|hiku|saw; draw (a cart); turn (on a lathe)|12|
庇|hisashi|archit. eaves; visor; peak|12|
庇う|kabau|protect; shield; defend; harbor|12|
緋|HI|cardinal red; scarlet|12|
誹る|soshiru|slander; libel; defame; malign; abuse|12|
誹り|soshiri|slander; calumny; disparagement|12|
紐|himo|string; cord; lace; strap; braid|12|
豹|HYOU|leopard; = Panthera pardus|12|
廟|BYOU|mausoleum; [ancestral]  shrine|12|
廟|tamaya|mausoleum; [ancestral]  shrine|12|
錨|ikari|anchor; grapnel|12|
鰭|hire|fin|12|
斧|ono|ax; hatchet|12|
葺く|fuku|thatch; cover; shingle; tile (a roof)|12|
淵|fuchi|deep water; abyss; depths|12|
弗|doru|dollar|12|
吻|FUN|zool. proboscis (trunk of an elephant; sucking organ of an insect etc.)|12|
扮する|FUNSURU|impersonate; dress up as  smb., disguise oneself; play the role of  smb.|12|
焚く|taku|burn; kindle; make a fire|12|
鞭|muchi|whip; lash; scourge; pointing stick; pointer|12|
朋|tomo|friend; companion|12|
鋒|kissaki|point (of a sword etc.)|12|
吠える|hoeru|bark; roar; howl; bellow; cry|12|
卜う|uranau|divine; tell fortune; augur|12|
卜する|BOKUSURU|divine; tell fortune; augur|12|
卜|uranai|divination; fortunetelling|12|
鮪|maguro|tuna; tunny; = Thunnus orientalis|12|
鮪|shibi|[grown  up]  tuna; dialect word for some other fish species|12|
沫|awa|foam; bubbles; suds; froth|12|
蔓|tsuru|vine; tendril; runner; liana; mineral vein; informal:  connections; good offices; bows (of glasses)|12|
蔓|kazura|vine|12|
巳|mi|the Snake (6 th sign of Chinese Zodiac); arch:  south  southeast; arch:  am  am|12|
蓑|mino|straw raincoat|12|
姪|mei|niece|12|
蒙|MOU|ignorance in idioms:|12|
蒙る|koumuru|undergo; sustain; get; be subjected to  smth.|12|
蒙らす|koumurasu|cause; inflict; bring about|12|
尤も な|mottomo na|reasonable; right; natural|12|
尤も|mottomo|although; admittedly; indeed|12|
尤もらしい|mottomorashii|plausible|12|
尤なる|YUUNARU|best; superb; outstanding|12|
悶える|modaeru|suffer an agony; be in torment|12|
悶え|modae|agony; torment; anguish|12|
悶々 たる|MONMON taru|discontented|12|
也|nari|is|12|
也|ya|classical interrogative particle|12|
愈|iyoiyo|more and more; increasingly; at last; finally; beyond doubt|12|
愈々|iyoiyo|more and more; increasingly; at last; finally; beyond doubt|12|
宥める|nadameru|appease; placate; soothe; pacify|12|
輿|koshi|palanquin; bier|12|
傭う|yatou|employ; hire; engage; charter; hire|12|
遥か|haruka|far; far off; in the distance; long time ago; far and away  [better]|12|
遥々|harubaru|from afar; at a great distance|12|
淀|yodo|pool (of a river), eddy|12|
淀む|yodomu|stagnate; be stagnant; settle; deposit; be sedimented; stammer; falter; hesitate|12|
淀み|yodomi|stagnation|12|
螺|nishi|general term for several different  molluscs; usually with a spiral shell; = Gastropoda|12|
蘭|RAN|orchid|12|
蘭|araragi|bot. yew|12|
李|sumomo|Japanese plum; = Prunus salicina|12|
掠める|kasumeru|rob; pillage; appropriate; graze; skim; sweep over; cheat|12|
掠る|kasuru|graze; glance off; squeeze; sweat; exploit|12|
掠り|kasuri|graze; scratch; colloquial:  rake  off; kickback; pun; joke; double sense (in poetry)|12|
掠れる|kasureru|(of voice) become hoarse; (of characters) be blurred|12|
凌ぐ|shinogu|o2865; endure; bear; stand; tide over; pull through; shelter oneself; keep out; stave off; excel; surpass; outdo; eclipse|12|
諒 と する|RYOU to suru|understand; appreciate; excuse|12|
淋しい|sabishii;samishii|lonely; lonesome|12|
燐|RIN|phosphorus|12|
鱗|uroko;kokera;koke|[fish]  scales|12|
憐れむ|awaremu|pity; sympathise|12|
憐れみ|awaremi|pity; compassion|12|
煉る|neru|o2913 knead  [over fire](dough; paste etc.)|12|
簾|sudare;su|screen; blind (made of reed  or thin bamboo slats)|12|
蓮|hasu|[ Indian]   lotus; = Nelumbo nucifera|12|
蓮|hachisu|obsolete: [ Indian]   lotus; = Nelumbo nucifera|12|
牢|ROU|prison; jail; dungeon|12|
狼|ookami|wolf; = Canis lupus|12|
